iter	Logloss
363	0.1989269896
364	0.1984519761
365	0.1976352059
366	0.1963594777
367	0.1962066692
368	0.1952185129
369	0.1947154166
370	0.1935015856
371	0.1932349876
372	0.192451472
373	0.1923362595
374	0.1921201029
375	0.1913238128
376	0.1906466735
377	0.1901540798
378	0.1897514744
379	0.1891457764
380	0.1888151048
381	0.1885905374
382	0.1874870758
383	0.1871013931
384	0.1869498336
385	0.1867061825
386	0.186279137
387	0.1856508134
388	0.1844232807
389	0.1842730662
390	0.1838538535
391	0.1831897926
392	0.182936224
393	0.1824560699
394	0.1818826478
395	0.1816899424
396	0.1814554675
397	0.1811230179
398	0.1806274001
399	0.1802810001
