iter	Logloss
0	0.6899156032
1	0.6874363933
2	0.6848975449
3	0.6826921331
4	0.6763933747
5	0.6741763887
6	0.6723311178
7	0.6706027363
8	0.6689721488
9	0.664921072
10	0.6634859168
11	0.6598928603
12	0.6583442844
13	0.6571501544
14	0.6560232477
15	0.6494022235
16	0.6484301461
17	0.6450076539
18	0.6390596271
19	0.6382620452
20	0.63751042
21	0.6335004803
22	0.6328408953
23	0.6318129365
24	0.6261895721
25	0.6233042335
26	0.6227985292
27	0.6223214952
28	0.6202745511
29	0.6198534776
30	0.6141839211
31	0.6125919729
32	0.6097218404
33	0.6094068395
34	0.6091098515
35	0.6088296185
36	0.6066390457
37	0.6046197619
38	0.6041257877
39	0.600781899
40	0.6005840063
41	0.6003972644
42	0.6002210492
43	0.5996948172
44	0.5986725149
45	0.5969834833
46	0.5968467829
47	0.5954158489
48	0.5935519295
49	0.593318485
50	0.5932139435
51	0.5906715247
52	0.5903559666
53	0.5902721059
54	0.5901934832
55	0.5889505728
56	0.5852904359
57	0.5852278642
58	0.5851686549
59	0.583953143
60	0.5839008962
61	0.5838515715
62	0.5838052145
63	0.5799976293
64	0.5758549091
65	0.5758234922
66	0.575793665
67	0.5757654079
68	0.5757389616
69	0.5721438916
70	0.5721224632
71	0.572102495
72	0.5709197307
73	0.570902267
74	0.5708858234
75	0.5705452452
76	0.5702335338
77	0.5701781367
78	0.5700260706
79	0.5700139038
80	0.5670118169
81	0.5670022251
82	0.5641508484
83	0.5640146087
84	0.5640071902
85	0.5630391588
86	0.5628641684
87	0.561819981
88	0.5618147218
89	0.5605985
90	0.5579418574
91	0.5579378853
92	0.5572217611
93	0.5572185227
94	0.5548771721
95	0.5542930217
96	0.5535472035
97	0.5535449043
98	0.5530042736
99	0.5521886757
100	0.5520977479
101	0.5484697409
102	0.5484684568
103	0.548467393
104	0.5477384104
105	0.5477373734
106	0.5477366769
107	0.5467924811
108	0.5442513917
109	0.5442512643
110	0.5442508152
111	0.541417009
112	0.5414169544
113	0.5414007096
114	0.5385872398
115	0.5363473015
116	0.5342175229
117	0.5326822964
118	0.5326824248
119	0.5326823882
120	0.5326825074
121	0.5301637431
122	0.5293707225
123	0.5289244345
124	0.5275555462
125	0.5275553876
126	0.5275549627
127	0.5261132909
128	0.525851781
129	0.5255211141
130	0.5254271667
131	0.5246167409
132	0.5246165572
133	0.5236936215
134	0.5227944622
135	0.5227943353
136	0.5227937119
137	0.5227932998
138	0.5227929885
139	0.5227925766
140	0.522542338
141	0.5225420271
142	0.5220928403
143	0.5220923544
144	0.5220920892
145	0.5212096848
146	0.5212094301
147	0.5212091106
148	0.5211360241
149	0.5205409033
150	0.5205405744
151	0.520540356
152	0.5205401931
153	0.5201662474
154	0.5201661398
155	0.5190684005
156	0.5189427851
157	0.5187581113
158	0.5187579393
159	0.5187576668
160	0.5173622278
161	0.5159119532
162	0.5157389275
163	0.515738499
164	0.5156065751
165	0.5148339134
166	0.5148335497
167	0.5148332864
168	0.5147974093
169	0.5143390796
170	0.5129752655
171	0.5117754065
172	0.5110469591
173	0.5110466401
174	0.5109736024
175	0.5105404654
176	0.5105189204
177	0.5104510711
178	0.5104506869
179	0.5090958306
180	0.5090952902
181	0.5081132338
182	0.5081127397
183	0.5081124658
184	0.5071459733
185	0.5067027067
186	0.5065891439
187	0.5065271065
188	0.5057473426
189	0.504331571
190	0.504330939
191	0.5043305369
192	0.5043301804
193	0.5028069869
194	0.5012624539
195	0.5012621601
196	0.5006764378
197	0.4978935457
198	0.4978929581
199	0.497892296
200	0.4974250253
201	0.4974246484
202	0.4966179959
203	0.496587147
204	0.4962534587
205	0.4962529068
206	0.4947784886
207	0.4947777335
208	0.493809581
209	0.4934960006
210	0.4934955309
211	0.4934947206
212	0.4933761541
213	0.492601759
214	0.4926012261
215	0.492004492
216	0.4916799842
217	0.4916792864
218	0.4914297627
219	0.4914290461
220	0.4908521543
221	0.4904054958
222	0.4904050011
223	0.4903305914
224	0.4895448259
225	0.489544212
226	0.489543819
227	0.4887172176
228	0.4883982349
229	0.4883269703
230	0.4882431184
231	0.4874180521
232	0.4874173287
233	0.4874167161
234	0.4871800524
235	0.486796805
236	0.4862866189
237	0.4862861083
238	0.4859516262
239	0.4858380242
240	0.4853330242
241	0.4853177797
242	0.4853172608
243	0.4846744093
244	0.4846737805
245	0.4846735379
246	0.4845448231
247	0.4845117577
248	0.4842342534
249	0.4842341023
250	0.4830131949
251	0.4828046565
252	0.4819165676
253	0.4817358895
254	0.4807209841
255	0.4799386907
256	0.4798516983
257	0.4795005649
258	0.4789880167
259	0.4789877644
260	0.4782854425
261	0.4773758931
262	0.4758998938
263	0.4758994932
264	0.4758987611
265	0.4752495341
266	0.4752490681
267	0.4745649185
268	0.4745645071
269	0.4745641963
270	0.4734968707
271	0.4733478725
272	0.4732306576
273	0.4732302367
274	0.4722564125
275	0.4709439128
276	0.4705367561
277	0.4702119809
278	0.4702114672
279	0.4700252122
280	0.4697554975
281	0.4679047946
282	0.4675793548
283	0.4665950836
284	0.4665826928
285	0.466041392
286	0.4656924664
287	0.4656917938
288	0.4653192229
289	0.4650359921
290	0.4640812995
291	0.4636566947
292	0.463393275
293	0.4633930355
294	0.463392548
295	0.4620256424
296	0.4615291928
297	0.4614658176
298	0.4609163656
299	0.460190226
